Chapter Number,ChapterName,SubChapterName,Classification,QuestionNumber,QuestionText,Option1,Option2,Option3,Option4,Image?,Answer,,QuestionType
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",Exercises,10,A two-hinged semicircular arch of radius R carries a concentrated load W at the crown. The horizontal thrust is,A,B,C,D,ROW-1541,B,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",Exercises,11,"Assertion (A) : Any arch cannot practically be built to the shape of the theoretical arch.
Reason (R) : The shape of the theoretical arch is affected by loads moving on it.",Both A and R are true and R is the correct explanation of A.,Both A and R are true but R is not a correct explanation of A.,A is true but R is false.,A is false but R is true,,A,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",Exercises,12,Match List I with List II and select the correct answer using the codes given below the lists:,A,B,C,D,ROW-1543,C,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",Exercises,13,A two-hinged semicircular arch of radius R varies a concentrated load W at crown. The horizontal thrust is ______.,A,B,C,D,ROW-1544,B,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",Exercises,14,A rigid-jointed plane frame shown in the figure ______.,will not sway,will sway to left,will sway to right,None of these,ROW-1545,A,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",Exercises,15,"A three-hinged parabolic arch is carrying UDL of 10 kN/m over its entire span. At any section the arch is subjected to ______.
I. normal thrust
II. SF and normal thrust
III. BM
IV. SF and BM
Which of these statements is/are correct?",Only I,II and III,Only II,Only IV,,A,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",Exercises,16,The horizontal thrust at support A in a three-hinged arch shown in the figure is ______.,4.5 kN,5.5 kN,6 kN,6.5 kN,ROW-1547,D,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",Exercises,17,If the flexibility matrix for a beam is written as,A,B,C,D,ROW-1548,D,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",Exercises,18,"A cable carrying a load of 10 kN/m run of horizontal span, is stretched at supports 150 m apart. The supports are at same level and the central dip of is 10 m. Find the greatest tension developed in cable",750 kN,2810 kN,2910 kN,3510 kN,,C,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",Exercises,19,The flexibility matrix of the beam shown in the figure is ______.,A,B,C,D,ROW-1550,D,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",Exercises,20,In a two-hinged arch an increase in temperature induces,maximum bending at the crown.,uniform bending moment in the arch rib.,no bending moment in the arch rib.,maximum bending moment at hinges,,A,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",Exercises,21,A symmetrical three-hinged parabolic arch of span L and rise h is hinged at springing and crown. It is subjected to a UDL W throughout the span. What is the bending moment at a section L/4 from the left support?,WL^2&/16,WL^3&/8h,Zero,WL^2&/8,,C,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",Exercises,22,The flexibility matrix of a beam element is given as,A,B,C,D,ROW-1553,A,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",Previous Years Questions,1,"The stiffness coefficient kij indicates [GATE, 2007]",force at i due to a unit deformation at j.,deformation at j due to a unit force at i.,deformation at i due to a unit force at j.,force at j due to a unit deformation at i.,,A,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",Previous Years Questions,2,"A three-hinged parabolic arch having a span of 20 m and a rise of 5 m carries a point load of 10 kN at quarter span from the left end as shown in the figure. The resultant reaction at the left support and its inclination with the horizontal are respectively [GATE, 2010]",9.01 kN and 56.31^0&,9.01 kN and 33.69^0&,7.50 kN and 56.31^0&,2.50 kN and 33.69^0&,ROW-1555,A,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",Previous Years Questions,3,"The tension (in kN) in a 10 m long cable shown in the figure, neglecting its self-weight, is [GATE, 2014]",120,75,60,45,ROW-1556,B,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",Previous Years Questions,4,"For the beam shown below, the stiffness coefficient K~22* can be written as [GATE, 2015]",A,B,C,D,ROW-1557,B,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",Previous Years Questions,5,"A guided support as shown in the figure below is represented by three springs (horizontal, vertical and
rotations) with stiffness, k~x*, k~y* and k~θ* respectively. The limiting values of k~x*, k~Y* and k~θ* are [GATE, 2015]","¥, 0, ¥","¥, ¥, ¥","0, ¥, ¥","¥, ¥, 0",,A,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",TEST,1,"Which of the following statements regarding statically determinate structures are correct?
I. Can be analyzed by equilibrium equations.
II. Stresses are caused due to temperature changes.
III. BM at a section does not depend on material or sectional properties of structure.","I, II, III are correct","I, II are correct","I, III are correct","II, III are correct",,C,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",TEST,2,The pin jointed frame shown in the figure is,perfect frame,redundant frame,deficit frame.,None of these,ROW-1560,A,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",TEST,3,Which of the following method comes under the category of displacement method to analyze statically indeterminate structure?,Elastic center method,Minimum strain energy theorem,Moment distribution method,Column analogy method,,C,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",TEST,4,The cantilever beam AB of length ‘L’ fixed at A and free at B is subjected to a concentrated load ‘W’ at its free end. The strain energy (U) stored in a beam is (EI : Constant),A,B,C,D,ROW-1562,C,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",TEST,5,"The bending moment induced at fixed end of cantilever beam of span ‘L’, if the free end undergoes a unit displacement without rotation, is",A,B,C,D,ROW-1563,C,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",TEST,6,The value of support moment M for the beam shown in the figure is (in kN-m),12.5,7.5,15,None of these,ROW-1564,B,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",TEST,7,The Influence line diagram (ILD) shown is for the member ______.,ab,ac,cd,ad,ROW-1565,D,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",TEST,8,"The ILD for shear force at a section ‘c’ of simply supported beam of length ‘L’, when unit load moves from one end to other is",A,B,C,D,ROW-1566,C,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",TEST,9,"Which of the following statements are correct?
I. The stiffness coefficient kji indicates force at j due to a unit deformation at i.
II. Stiffness matrix is a square symmetric matrix.
III. Stiffness matrix is possible for both stable and unstable structures also.","I, II, III are correct","I, II are correct","I, III are correct","II, III are correct",,B,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",TEST,10,"Which of the following statements are correct?
I. The internal forces at any cross-section of an arch are SF, BM only.
II. The effect of arching a beam is to reduce BM in the span.
III. A two hinged arch is indeterminate by one degree.
IV. The internal forces at any cross-section of an arch are SF, BM and normal thrust also.","I, II, III, IV are correct","I, II, III are correct","II, III, IV are correct","I, III, IV are correct",,C,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",TEST,11,Determine the stiffness matrix for a beam for the given coordinates shown in the figure,A,B,C,D,ROW-1569,B,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",TEST,12,"A cable carrying a load of 40 kN/m run of horizontal span, is stretched between supports 150 m apart. The supports are at same level and the central dip is 15 m. The greatest tension and least tension in cable are","8100 kN, 7500 kN","10,000 kN, 7500 kN","9500 kN, 6000 kN",None of these,,A,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",TEST,13,"For the continuous beam shown in the figure, the ILD for reaction at A is",A,B,C,D,ROW-1571,B,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",TEST,14,"A beam ABCD is 15 m long and is simply supported at B and C, 8 m apart. Overhangs BA and CD are 3 m and 4 m respectively. A train of two point loads of 150 kN and 100 kN, 3 m apart, crosses the beam from left to right with 100 kN load leading. The maximum sagging BM under 150 kN load anywhere is",150 kN-m,250 kN-m,360 kN-m,400 kN-m,,C,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",TEST,15,"In the truss shown below, indicate how many number of members with zero forces",4,5,6,None of these,ROW-1573,B,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",TEST,16,A simply supported beam of length L = 10 m and depth = 0.5 m is subjected to a temperature differential of 80^0&C at top and 160^0&C at bottom. Determine the vertical deflection of beam at its mid point (c) due to temperature gradient take a = 10 × 10^-6&/^0&C.,25 mm,30 mm,40 mm,None of these,ROW-1574,C,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",TEST,17,What is the rotation of the member at ‘C’ for a frame as shown in the figure?,A,B,C,D,ROW-1575,B,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",TEST,18,"In the portal frame shown in the given figure, the ratio of sway moments in column AB and CD will be equal to",A,B,C,D,ROW-1576,A,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",TEST,19,U~1* and U~2* are the strain energies stored in a prismatic bar due to axial tensile force w~1* and w~2* respectively. The strain energy ‘U’ stored in the same bar due to combined action of w~1* and w~2* is,U = U~1* U~2*,U > U~1* + U~2*,U < U~1* + U~2*,U = U~1* + U~2*,,B,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",TEST,20,The right triangular truss is made of members having equal cross-sectional area of 1000 mm^2& and Youngs modulus of 2 × 10^5& MPa. The horizontal deflection at B is,15 mm,20 mm,12 mm,None of these,ROW-1578,C,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",TEST,21,A two spans continuous beam having equal spans each of length L/2 is subjected to a uniformly distributed load 2w per unit length. The beam has constant flexural rigidity. The reaction at middle support is,A,B,C,D,ROW-1579,C,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",TEST,22,Using the data in Q No 21; find the bending moment at the middle support.,A,B,C,D,ROW-1580,A,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",TEST,23,"In the frame shown below; what are the distribution factors for members BA, BC and BD respectively?","0, 0.4, 0.6","0, 0.3, 0.7","0, 0.4, 0.3",None of these,ROW-1581,C,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",TEST,24,Examine the given truss below.,Statically determinate,Statically indeterminate but kinematically determinate,Statically indeterminate and kinematically indeterminate,Statically determinate and kinematically indeterminate,ROW-1582,C,,MCQ
Part-III-Unit-3-Chapter5,Structural Analysis,"Arches, Cables, Matrix Methods",TEST,25,The horizontal deflection at C for the following frame shown below is,A,B,C,D,ROW-1583,C,,MCQ
Part-III-Unit-4-Chapter1,Construction Materials and Management,Concrete and Its Constituents,Exercises,1,Match List I with List II and select the correct answer using codes given below the lists:,A,B,C,D,ROW-1584,C,,MCQ
Part-III-Unit-4-Chapter1,Construction Materials and Management,Concrete and Its Constituents,Exercises,2,"If ‘p’ is the standard consistency of cement, the amount of water used in conducting the initial setting time on cement is",0.65 p,0.85 p,0.6 p,0.8 p,,B,,MCQ
Part-III-Unit-4-Chapter1,Construction Materials and Management,Concrete and Its Constituents,Exercises,3,Gypsum is used as an admixture in cement grouts for,accelerating the setting time,retarding the setting time,increasing the plasticity,reducing the grout shrinkage,,B,,MCQ
Part-III-Unit-4-Chapter1,Construction Materials and Management,Concrete and Its Constituents,Exercises,4,"Consider the following statements:
High early strength of cement is obtained as a result of
I. fine grinding.
II. decreasing the lime content.
III. burning at higher temperatures.
IV. increasing the quantity of gypsum.
Which of these statements are correct?",I and II,I and III,"II, III and IV","I, III and IV",,B,,MCQ
Part-III-Unit-4-Chapter1,Construction Materials and Management,Concrete and Its Constituents,Exercises,5,Match List I (Type of cement) with List II (Characteristics) and select the correct answer using the codes given below the lists:,A,B,C,D,ROW-1588,B,,MCQ
Part-III-Unit-4-Chapter1,Construction Materials and Management,Concrete and Its Constituents,Exercises,6,The proper size of mould for testing compressive strength of cement is,7.05 cm cube,10.05 cm cube,15 cm cube,12.05 cm cube,,A,,MCQ
Part-III-Unit-4-Chapter1,Construction Materials and Management,Concrete and Its Constituents,Exercises,7,"In cements, generally the increase in strength during a period of 14 days to 28 days is primarily due to",C~3*A,C~2*S,C~3*S,C~4*AF,,C,,MCQ
Part-III-Unit-4-Chapter1,Construction Materials and Management,Concrete and Its Constituents,Exercises,8,Fineness of cement is measured in the units of,volume/mass,mass/volume,area/mass,mass/area,,C,,MCQ
Part-III-Unit-4-Chapter1,Construction Materials and Management,Concrete and Its Constituents,Exercises,9,"One bag of Portland cement, 50 kg in weight, would normally have a bulk volume of",30 litres,35 litres,40 litres,45 litres,,B,,MCQ
