Select a pure substance,ChapterName,SubChapterName,Classification,QuestionNumber,QuestionText,Option1,Option2,Option3,Option4,Image?,Answer,AnswerDescription,QuestionType
9,Transformation of Matter,Morethan one Option Correct,,27,"The reaction
NaOH + HCI  ->  NaCI + H~2*O is an example of",Displacement reaction,Double decomposition reaction,Neutralization reaction,Isomerisation reaction,,"b,c",,MAQ
9,Transformation of Matter,Morethan one Option Correct,,28,Most of the chemical changes are found to undergo,a change in the weight of the reacting substances,a change in temperature,a change in energy,all of the above are incorrect,,"a,b,c",,MAQ
9,Transformation of Matter,Morethan one Option Correct,,29,Select the incorrect statements.,change can be easily reversed by a slight change of conditions,physical change is accompanied by a change in colour of the reacting substances,Itis possible to characterise a chemical reaction by only a change in state,All the above are incorrect,,"b,c",,MAQ
9,Transformation of Matter,Morethan one Option Correct,,30,"The reaction:
C(s) + O~2*(g)  ->  CO~2*(g) + heat is",a homogeneous reaction,a heterogeneous reaction,an exothermic reaction,an endothermic reaction,,"b,c",,MAQ
9,Transformation of Matter,Morethan one Option Correct,,31,"The reaction:
N~2*(g) + O~2*(g) + Heat -> 2NO(g)",a homogeneous reaction,a heterogeneous reaction,a combination reaction,an endothermic reaction,,"a,c,d",,MAQ
9,Transformation of Matter,Morethan one Option Correct,,32,"The reaction:
2Mg(s) + O~2*(g)  -> 2 MgO(s) is",a combination reaction,a synthesis reaction,a reaction in which an element and a compound react to produce a compound,a reaction in which two elements react to produce a compound,,"a,b,d",,MAQ
9,Transformation of Matter,Morethan one Option Correct,,33,In the respiration ,the food that we eat is oxidised,the food that we eat is reduced,energy is released,energy is absorbed,,"a,c",,MAQ
9,Transformation of Matter,Morethan one Option Correct,,34,A buming of candle represents,physical change,volme change,chemical change,none of the above,,"a,b,c",,MAQ
9,Transformation of Matter,Morethan one Option Correct,,35,A balanced chemical equation should represent,Temperature of reaction,Catalyst involved,Atomicity of each element,Physical states of reactants and products,,"a,b,d",,MAQ
9,Transformation of Matter,Assertion - Reason,,39,"Assertion : Burning of paper is a physical change.
Reason : The products formed on burming of papercan not be easily converted back to paper",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,d,,AR
9,Transformation of Matter,Assertion - Reason,,40,"Assertion : The change of water from liquid to steam on heating is a physical change.
Reason: The volume remains same and the change involves a change in composition.",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,c,,AR
9,Transformation of Matter,Assertion - Reason,,41,"Assertion : By passing electric current through water, we can decompose it into hydrogen and oxygen.
Reason : Water is a compound whereas hydrogen and oxygen are elements.",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,b,,AR
9,Transformation of Matter,Assertion - Reason,,42,"Assertion : The formation of rust i_ a chemical change.
Reason : For the formation of rust iron must be exposed answer the following questions. to air and water.",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,b,,AR
9,Transformation of Matter,Assertion - Reason,,43,"Assertion : A redox reaction involves both oxidation and reduction.
Reason : SO~2* + 2H~2*S -> 2H~2*O + 3S is an example of redox reaction.",If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.,"If both Assertion and Reason are corect, but Reason is not the correct explanation of Assertion.",If Assertion is correct but Reason is incorrect,If Assertion is incorrect but Reason is correct.,,b,,AR
