Chapter Number,ChapterName,SubChapterName,TestNumber,QuestionNumber,"Metal with electronic configuration 2,8, 14, 2 can form two different hydrox- ides A and B. Both the hydroxides on reaction with sulphuric acid give two",Option1,Option2,Option3,Option4,Image?,Answer,AnswerDescription,QuestionType
2,Motion,6. Distance and Time Graphs,IIT JEE Worksheet (Single Correct Answer Type),3,"While sitting in his father's car.  Zaheer observes that there is no change in the odometer reading of the car for a certain period of time
It can be concluded from Zaheer's observation that the car is",at rest,gaining speed,moving uniformly,reducing speed,,A,,
2,Motion,6. Distance and Time Graphs,IIT JEE Worksheet (Single Correct Answer Type),4,"There is some problem in the speedometer of the Raju's car. It always indicates a value twice the actual value.  One day, he drives the car to a mechanic shop for repair. The shop is 100 km from his house.  It takes 5 h to reach the destination with a constant speed.
What will be the reading of the speedometer?",20 km/h,40 km/h,250 km/h,500 km/h,,B,,
2,Motion,6. Distance and Time Graphs,IIT JEE Worksheet (Single Correct Answer Type),5,"Two athletes, Ajay and Rahul, are participating in a 100 m race. Ajay runs with a speed of 54 m/s.  Rahul takes 5 s more than Ajay to complete the race.
What is the speed of Rahul?",4.0 m/s,4.5 m/s,5.5 m/s,6.0 m/s,,A,,
2,Motion,6. Distance and Time Graphs,IIT JEE Worksheet (Single Correct Answer Type),6,"A boy ran for 30 minutes and then walked for the same time to cover a total distance of 2.5 km.  The boy runs with a speed of 4 km/h.
The boy wals with a speed of ",1.0 km/h,1.5 km/h,2.5 km/h,3.0 km/h,,A,,
2,Motion,6. Distance and Time Graphs,IIT JEE Worksheet (Single Correct Answer Type),7,"Rohit goes to school by a car.  While boarding the car, he saw that its odometer reading was 1020 km.  When he reached the school, before getting off the car, he saw that the odometer reading was 1041 km.  The speed of the car remained 14 m/s throughout the journey.
What is the time taken by the car to reach the school?",400 s,800 s,1400 s,1500 s,,D,,
2,Motion,6. Distance and Time Graphs,IIT JEE Worksheet (Single Correct Answer Type),8,"A few friends were going for a picnic to a nearby hill station in a car.  At the start of their journey., they saw that the odometer reading is 1500 km.  They reached the picnic spot in 2 h.  They were travelling with a uniform speed of 100 km/h.
What is the final reading of the odometer?",200 km,700 km,1300 km,1700 km,,D,,
2,Motion,6. Distance and Time Graphs,IIT JEE Worksheet (Single Correct Answer Type),9,"An express train and a passenger train start from the same station at the same time. When the express trian reaches place B, the passenger train at the same time reaches place A that is situated midway between the station and Place RB.
What is the ratio of the speed of the express train to that of the passenger train?",1 : 2,2 : 1,1 : 4,4 : 1,,B,,
2,Motion,6. Distance and Time Graphs,IIT JEE Worksheet (Single Correct Answer Type),10,Ram can run twice as fast as Shyam.  Shyam runs for 5 minutes and Ram runs for 10 minutes.  Distance covered by Ram and Shyam ared 1 and d<sub>2 respectively.,1 : 4,1 : 2,2 : 1,4 : 1,,D,,
2,Motion,6. Distance and Time Graphs,IIT JEE Worksheet (Single Correct Answer Type),11,"The distance-time graph for a body with speed is a straight line the time axis.
The information in which alternative completes the given statement?",,,,,x,DUMMY,,
2,Motion,6. Distance and Time Graphs,IIT JEE Worksheet (Multiple Correct Answer Type),12,Metre is the SI unit of ,Length,Distance,Displacement,Speed,,"A,B,C",,
2,Motion,6. Distance and Time Graphs,IIT JEE Worksheet (Single Correct Answer Type),13,Which of the following is the unit of speed?,Metre per second,Centimetre per second,Kilometre per hour,Miles per hour,,"A,B,C,D",,
2,Motion,6. Distance and Time Graphs,IIT JEE Worksheet (Single Correct Answer Type),14,Which of the following are examples for periodic motion?,The motion of the earth examples for periodic is periodic,The swining pendulum of a wall clock,The needle of a sewing machine running at constant speed,A car moving on a straight road,,"A,B,C",,
2,Motion,6. Distance and Time Graphs,IIT JEE Worksheet (Single Correct Answer Type),15,Which of the following descrbie random motion?  ,A buzzing bee.,A football player on the field.,A car moving on a circular road,The flying motion of a sparrow,,"A,B,D",,
2,Motion,6. Distance and Time Graphs,IIT JEE Worksheet (Single Correct Answer Type),16,Which of the following is an effect of force?,Moving a body at rest,Stopping a ball in motion,Changing the direction of motion,Changing the speed of a body in motion,,"A,B,C,D",,
2,Motion,6. Distance and Time Graphs,IIT JEE Worksheet Integer Type),21,A body is moving with a speed of 36 kmph.  Its speed = __________ m/s,10 m/s,1 m/s,5 m/s,15 m/sec,,A,,
2,Motion,6. Distance and Time Graphs,IIT JEE Worksheet Integer Type),22,A body is moving along a circular path and 2012 revolutions round it.  What is the total displacement of the body?,Zero,1m,10 m ,100m,,A,,
2,Motion,6. Distance and Time Graphs,IIT JEE Worksheet Integer Type),23,A body covers a distance of 3.6 km in 1 hour.  The speed of the body is _________ m/s.,1m/s,10m/s,100m/s,1000m/s,,A,,
3,Light,Chapter-3-Light,Formative Worksheet,1,"What is the sum of the anle of the incidence, angle of reflection and the angle of deviation equal to?",,,,,,DUMMY,,
3,Light,Chapter-3-Light,Formative Worksheet,2,What is the angle of deviation for an angle of incidence i?,,,,,,DUMMY,,
3,Light,Chapter-3-Light,Formative Worksheet,3,"For an angle of incidence 30<sup>0 on a plane mirror, find the following a) angle of refection d=b) angle of deviation c) glancing angle of incidence d) sum of angles of incidence, refection and glancing",,,,,,DUMMY,,
3,Light,Chapter-3-Light,Formative Worksheet,4,A ray is incident on a mirror at a glancing angle 'g'.  Find the angle of devation.,,,,,,DUMMY,,
3,Light,Chapter-3-Light,Formative Worksheet,5,What is the maximum angle of devation possible for a ray incident on a plane mirror?,,,,,,DUMMY,,
3,Light,Chapter-3-Light,Formative Worksheet,6,What is the angle between the incident ray and the reflected ray for a normal incidence?,,,,,,DUMMY,,
3,Light,Chapter-3-Light,Formative Worksheet,7,For a certain angle of incidence the angle of deviation and the angle of refection are equal.  Find the angle of incidence.,,,,,,DUMMY,,
3,Light,Chapter-3-Light,Formative Worksheet,8,The incident ray and the reflected ray are at right angles.  Then find the angle of incidence and the angle of reflection.,,,,,,DUMMY,,
3,Light,Chapter-3-Light,Formative Worksheet,9,A ray of light is incident at 50<sup>0</sup> on the middle of a pair of mirrors arranged at 60<sup>0</sup> to each other.  Calculate the angle of incidence on the second mirror.,,,,,,DUMMY,,
3,Light,Chapter-3-Light,Formative Worksheet,10,"Two plane mirrors are separated by 120<sup>0</sup> as the drawing illustrates.  If a ray strikes the mirror M, at 60<sup>0</sup>, making an angle of incidence, at what angle (1) does it leave the mirror M<sub>2</sub>?",,,,,,DUMMY,,
3,Light,Chapter-3-Light,Formative Worksheet,11,"A ray of light is incident on a horizontal plane mirror at an angle of 45<sup>0</sup>.  After refection from M<sub>1</sub>, some of the light is incident on another plane mirror.  If the ray refected by the second plane mirror travels horizontally, find the angle between the mirrors.  ",,,,,,DUMMY,,
3,Light,Chapter-3-Light,Formative Worksheet,12,Can a plane mirror form a real image?,,,,,,DUMMY,,
3,Light,Chapter-3-Light,Formative Worksheet,13,What about photographing a virtual image?  Will you succeed? Can your image in your image in a plane mirror be photographed?,,,,,,DUMMY,,
3,Light,Chapter-3-Light,Formative Worksheet,14,An object is situated at a distance 10m in front of the mirror.  It is moved to a distance of 4 m towards the mirror.  Find the distance moved by the image towaeds the mirror and the final distance between the image and the object.,,,,,,DUMMY,,
3,Light,Chapter-3-Light,Formative Worksheet,15,"An object is situated at a distance of 'x' m in front of a plane mirror.  If the object is moved a distance of 'y' m towards the mirror, then find the distance moved by the image towards the mirror and the final distance between the image and the object.",,,,,,DUMMY,,
3,Light,Chapter-3-Light,Formative Worksheet,16,An object is moving away from the mirror with a speed of 30 m/s.  After 2 seconds the distance between the object and its image is found to be 200 m.  Find the initial distance between the object and the image.,,,,,,DUMMY,,
3,Light,Chapter-3-Light,Formative Worksheet,17,"If the mirror is displaced by 10 m away from the object, find the displacement of the image.",,,,,,DUMMY,,
3,Light,Chapter-3-Light,Formative Worksheet,18,"If both object and mirror move away from each other by 10 m in 1 1 second, then find the displacement of the image.",,,,,,DUMMY,,
3,Light,Chapter-3-Light,Formative Worksheet,19,A clock is kept in front of a plane mirror and the motion of the hands is observed. Do the hands of the clock move in an anticlockwise direction?,,,,,,DUMMY,,
3,Light,Chapter-3-Light,Formative Worksheet,20,An object situated at a distance of 10 cm infront of a plane mirror.  The distance of image from the mirror is ______________.,,,,,,DUMMY,,
3,Light,Chapter-3-Light,Conceptive Worksheet,1,"Statement I : The plane containing the incident ray and the normal is called plane of incidence.
Statement II : The plane containing the incident ray and the normal is called plane of refection.","Both Statement are true , Statement - II is the correct explanation of Statement - I","Both Statement are true , Statement - II is not correct explanation of Statement - I","Statement - I is true, Statement - II is false","Statement - I is false, Statement - II is true.",,B,,
3,Light,Chapter-3-Light,Conceptive Worksheet,2,Match the following,,,,,x,,,
3,Light,Chapter-3-Light,Conceptive Worksheet,3,"When the rays of light, diverging from a point, after refection or refraction, appear to diverge from another point, then the image so formed is called",Virtual image ,Real image,Both (A) and (B),Neither (A) nor (B),,,,
3,Light,Chapter-3-Light,Conceptive Worksheet,4,"When the rays of light, diverging from a point, after reflection or refraction actually converge at some othe rpoint then that point is __________ iamge of the object",Virtual,Real,Both (A) and (B),Neither (A) nor (B),,,,
3,Light,Chapter-3-Light,Conceptive Worksheet,5,The image formed by a plane mirror is always :,Real,Erect,Virtual,Both (B) and (C) ,,,,
3,Light,Chapter-3-Light,Conceptive Worksheet,6,Reflection is possible in case of ,Plane mirror,Transparent glass ,Both (A) and (B),Neither (A) nor (B),,,,
3,Light,Chapter-3-Light,Conceptive Worksheet,7,The part of light which is returned back into the same medium is called,Reflected light,Refracted light ,Both (A) and (B),Neither (A) nor (B),,,,
3,Light,Chapter-3-Light,Conceptive Worksheet,8,Motion and still pictures porjected in a cinema hall are  __________ images,Real ,Virtual,Erect,All of these,,,,
3,Light,Chapter-3-Light,Conceptive Worksheet,9,Choose the correct statements :,Regular reflection takes place on highly polished smooth surfaces,Irregular reflection takes place on rough surface,Irregular reflection is also called as diffused reflection,On plane mirror regular reflection takes place.,,,,
3,Light,Chapter-3-Light,Conceptive Worksheet,10,Image of our face in a plane mirror,Is a virtual image,Is a real image,Cannot be taken on the screen,Both (B) and (C) ,,,,
3,Light,Chapter-3-Light,Conceptive Worksheet,11,"If a mirror is rotated by 10<sup>0</sup>, the reflected ray is rotated by",10<sup>0</sup>,20<sup>0</sup>,40<sup>0</sup>,30<sup>0</sup>,,,,
3,Light,Chapter-3-Light,Conceptive Worksheet,12,"Statement I : All the light rays actually converge at some point.
Statement II : All the light rays appears to converge at some point.","Both Statement are true , Statement - II is the correct explanation of Statement - I","Both Statement are true , Statement - II is not correct explanation of Statement - I","Statement - I is true, Statement - II is false","Statement - I is false, Statement - II is true.",,,,
3,Light,Chapter-3-Light,Conceptive Worksheet,13,"Statement I : Real images are always inverted.
Statement II : Virtual images are always erect","Both Statement are true , Statement - II is the correct explanation of Statement - I","Both Statement are true , Statement - II is not correct explanation of Statement - I","Statement - I is true, Statement - II is false","Statement - I is false, Statement - II is true.",,,,
3,Light,Chapter-3-Light,Conceptive Worksheet,14,"When a mirror is rotated through an angle Ɵ dthe reflected ray from it, turns through an agle of",Ѳ,Ѳ/2,2Ѳ,0,,,,
3,Light,Chapter-3-Light,Conceptive Worksheet,15,The incident ray and the reflected ray from a mirror are mutually perpendicular to each other. The angle of incidence is,90<sup>0</sup>,45<sup>0</sup>,22.5<sup>0</sup>,Zero,,,,
3,Light,Chapter-3-Light,Conceptive Worksheet,16,A ray of light is incident on a plane mirror at an angle of 60<sup>0</sup> What is the angle of deviation?,60<sup>0</sup>,30<sup>0</sup>,90<sup>0</sup>,180<sup>0</sup>,,,,
3,Light,Chapter-3-Light,Conceptive Worksheet,17,An object situated at a distance of 10 cm infront of a plane mirror.  The distance of image from the mirror is ______________.,10 cm,20 cm,5 cm,Some other value,,,,
3,Light,Chapter-3-Light,Conceptive Worksheet,18,"A man standing in front of a plane mirror is wearing T-Shirt on which the word HERO is written.
The word HERO will appear to the man in the mirror as",,,,,x,,,
3,Light,Chapter-3-Light,Conceptive Worksheet,19,"Pravjot is standing in front of a big plane mirror. He can see his image in the mirror.  Now, the mirror is moved away from him with a constant speed of 1 m/s At what speed will Pravjot's image move away from him?",1 m/s,2 m/s,3 m/s,4 m/s,,,,
3,Light,Chapter-3-Light,Conceptive Worksheet,20,"Bunty, Pappu and Babblee are standing in from of a big plane mirror.  The distance between the mirror and Bunty is twice as compared to the between the mirror and Pappu, whichy is double the distance between the mirror and Babblee. The distance between Babblee and her image is 1 m.  What will be the distance between Bunty and his image, if the mirror is mvoe 1 m back from its original position?",2 m,4 m,6 m,8 m,,,,
